tweets,y_true,y_pred,y_pred_2
i have four tattoos i need to get done but i got like 4,weary_face,person_facepalming,weary_face
i need them,weary_face,rolling_on_the_floor_laughing,person_facepalming
your affronted facial expression when axara suggested lucifers piano was out of tune lol,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
give sinead a chance,folded_hands,rolling_on_the_floor_laughing,person_facepalming
glad he chose to enter the way he did stay safe thats all i ask for,folded_hands,folded_hands,person_facepalming
please let us know how many votes you have remaining we want to make sure everyone gets a chance to vote,folded_hands,folded_hands,thinking_face
literally twitter do you want to let murderthejews message you,thinking_face,person_facepalming,rolling_on_the_floor_laughing
is in tune with is perfect harmony with,thinking_face,folded_hands,rolling_on_the_floor_laughing
i dont know,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i really want a lexus,weary_face,rolling_on_the_floor_laughing,person_facepalming
african moms always gas up a story,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i swear bumping train be getting harder and harder they coming up with new tactics,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
local artist using the snow to hi light homelessness can we rt this,folded_hands,folded_hands,thinking_face
slow down otherwise youll end up here,thinking_face,rolling_on_the_floor_laughing,person_facepalming
im from brazil and its three oclock in the morning could you talk to me to make me happy,folded_hands,person_facepalming,rolling_on_the_floor_laughing
i aint ever deleting twitter this shit got me weak,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i support deepak mishra jee indian ka decision cji ke favour me,folded_hands,thinking_face,rolling_on_the_floor_laughing
yall imma have a problem in 10 years,weary_face,person_facepalming,rolling_on_the_floor_laughing
lol shellaye dropped 3 straight doughnuts,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
maybe this is why i cant go to sleep till 4 am,thinking_face,person_facepalming,thinking_face
wow he has no boxers on,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
good news coming soon guys,folded_hands,folded_hands,rolling_on_the_floor_laughing
isnt this the exact same reason yall hate mexicans and want to build a wall,thinking_face,thinking_face,person_facepalming
why worry when you can pray,folded_hands,rolling_on_the_floor_laughing,person_facepalming
i love brock hampton hes so good,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
lmfaaooo if you dont wanna go to prison youd do it too,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
youre so stupid its embarrassing,weary_face,rolling_on_the_floor_laughing,person_facepalming
this bed so nice and warm i dont wanna get up at all,person_facepalming,weary_face,person_facepalming
the fake woke gang is on my head heavy my mentions are in the rubbish,weary_face,person_facepalming,weary_face
is young rich and holy,folded_hands,folded_hands,rolling_on_the_floor_laughing
the didnt bite this balloon wonder who did,thinking_face,thinking_face,person_facepalming
raviprakash i will text to you separately give me sometimekindly wait apologies for making you wai,folded_hands,folded_hands,person_facepalming
help rt pls,folded_hands,folded_hands,rolling_on_the_floor_laughing
i wanna hug baekhyun rn and tell him everythings gonna be fine we got his back we gonna protect him hayyy,weary_face,weary_face,thinking_face
in behalf of 11humss 5 we pray for your soul,folded_hands,folded_hands,person_facepalming
but bruddah what if you are da wae,folded_hands,folded_hands,rolling_on_the_floor_laughing
bitches be going to get they whole click for one bitch,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
congratulations and lots of respect aanchal,folded_hands,folded_hands,rolling_on_the_floor_laughing
during the 8 years of obama name just 5 things that democrats fixed you cant can you,thinking_face,thinking_face,rolling_on_the_floor_laughing
retweet if yu would answer,folded_hands,rolling_on_the_floor_laughing,folded_hands
i keep getting suggested videos about detransitioning what youtube trynna tell me,thinking_face,rolling_on_the_floor_laughing,person_facepalming
ugh im so needy,weary_face,person_facepalming,rolling_on_the_floor_laughing
dat aint sex thas makin love,weary_face,rolling_on_the_floor_laughing,person_facepalming
when i showed tae and rm an early version of supernova in seoul this summer,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i was crying at this for an hour this morning,weary_face,rolling_on_the_floor_laughing,weary_face
so a girl at my work has never heard of builders brew,person_facepalming,person_facepalming,weary_face
well well look what we have here why does it always connect to the clintons and the dirty democrats,thinking_face,thinking_face,rolling_on_the_floor_laughing
post easy run at lunchkept it so easy i needed sleeves and i still got told off for running when i shouldnt,weary_face,person_facepalming,weary_face
pray wait trust,folded_hands,folded_hands,person_facepalming
playing pied piper on how ironic,thinking_face,rolling_on_the_floor_laughing,thinking_face
food run for the fam,thinking_face,rolling_on_the_floor_laughing,person_facepalming
he snuck on the court and warmed up with the pelicans before he was escorted off,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
my daughter is officially cancer free,folded_hands,folded_hands,person_facepalming
diana just said i want you back amp im like from what she gone say from your bf,weary_face,weary_face,rolling_on_the_floor_laughing
king the one and only huuuh we bow down to greatness,folded_hands,folded_hands,person_facepalming
wishing you very happy birthday sir,folded_hands,folded_hands,rolling_on_the_floor_laughing
j cole raps about things that matters amp he does it well for anyone to call him trash i really question your morals,thinking_face,rolling_on_the_floor_laughing,thinking_face
a father that is willing to walk 11 miles to provide for his daughter,folded_hands,folded_hands,thinking_face
they create master pieces together,weary_face,rolling_on_the_floor_laughing,person_facepalming
thanks for being my top recently engaged followers in the last week,folded_hands,folded_hands,weary_face
congrats to my g on his signature shoe welcome to the gang bro,folded_hands,folded_hands,rolling_on_the_floor_laughing
they mightve just did something here,thinking_face,rolling_on_the_floor_laughing,thinking_face
written by a student of baltimore city public schools,folded_hands,folded_hands,person_facepalming
anyone,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
attitude of thankfulness,weary_face,rolling_on_the_floor_laughing,person_facepalming
blessed to see another day,folded_hands,folded_hands,rolling_on_the_floor_laughing
matty palmer is doogie howser,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
switched lanes then i had to maintain,folded_hands,rolling_on_the_floor_laughing,person_facepalming
yall bitches ant no good either,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
new home who this,weary_face,rolling_on_the_floor_laughing,person_facepalming
is trendingfor the wrong reason tho,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
you slow reread what i said,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
which 4 shades would you choose,thinking_face,rolling_on_the_floor_laughing,thinking_face
this generation on a wave i cant ride yall morals mindsets amp priorities jst off,weary_face,weary_face,person_facepalming
lolironically the same ones who want to start a revolution,thinking_face,thinking_face,person_facepalming
all i demand for your own clothing line launch announcement asap,folded_hands,thinking_face,folded_hands
uswnts julie ertz found out her husband zach ertz made it to the super bowl right after her match today,folded_hands,folded_hands,thinking_face
heres the itty bitty piggy remix,weary_face,rolling_on_the_floor_laughing,person_facepalming
blessed to receive my 25th offer from the university of oklahoma,folded_hands,folded_hands,weary_face
omg this is too cute and just made my night,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
why sakshi is not color coordinated with pashmean sanaya and pappu,thinking_face,thinking_face,rolling_on_the_floor_laughing
you guys i cant get over these pics,weary_face,rolling_on_the_floor_laughing,person_facepalming
i wanna be a cheerleader again,weary_face,person_facepalming,weary_face
just reading the comments for entertainment,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
so happy me and josh have finally paid our holiday off now,weary_face,folded_hands,rolling_on_the_floor_laughing
i hate going to sleep at night,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
twitter make this happen,folded_hands,rolling_on_the_floor_laughing,folded_hands
on behalf of my bredrin we appreciate this a lot,folded_hands,folded_hands,rolling_on_the_floor_laughing
last year i miscarried and this year i got blessed with twins forever thankful,folded_hands,folded_hands,weary_face
the high school musical cast saying their goodbyes after finishing shooting of high school musical 3,weary_face,weary_face,folded_hands
